crop,category,N,P,K,temperature,humidity,ph,rainfall,soil_type,season,water_avail,state
kidneybeans,pulse,33.0,81.0,31.0,28.4,79.5,6.29,118.7,loamy,kharif,rainfed,Jammu & Kashmir
cashew,plantation,25.0,30.0,23.0,38.7,58.2,6.96,151.0,loamy,kharif,irrigated,Maharashtra
cotton,cash,67.0,41.0,38.0,19.5,71.6,6.24,76.1,alluvial,kharif,irrigated,Maharashtra
marigold,flower,51.0,40.0,51.0,20.4,55.7,7.13,119.1,sandy,kharif,rainfed,Tamil Nadu
rice,cereal,81.0,63.0,59.0,29.6,95.6,7.0,263.0,clay,kharif,irrigated,Uttar Pradesh
mustard,oilseed,94.0,65.0,35.0,19.1,66.2,6.07,68.7,alluvial,rabi,rainfed,Rajasthan
pineapple,horticulture,39.0,30.0,30.0,37.2,76.9,4.93,242.1,sandy,kharif,rainfed,Manipur
sunflower,oilseed,89.0,79.0,81.0,21.7,55.8,7.67,107.2,alluvial,rabi,irrigated,Orissa
chickpea,pulse,22.0,51.0,36.0,14.3,59.3,6.43,71.4,loamy,rabi,rainfed,Rajasthan
grapes,horticulture,28.0,41.0,58.0,24.9,69.1,7.66,53.2,red,rabi,rainfed,Karnataka
pigeonpeas,pulse,24.0,45.0,41.0,35.5,73.4,6.09,112.6,red,kharif,rainfed,Andhra Pradesh
watermelon,horticulture,51.0,49.0,69.0,25.6,79.8,7.33,64.7,sandy,zaid,rainfed,Karnataka
mothbeans,pulse,16.0,25.0,17.0,36.3,36.4,7.6,19.9,sandy,kharif,rainfed,Gujarat
arecanut,plantation,19.0,22.0,74.0,21.3,87.6,7.26,244.3,laterite,kharif,irrigated,Kerala
sapota,horticulture,24.0,31.0,36.0,21.4,76.9,7.96,181.8,loamy,kharif,rainfed,Gujarat
mothbeans,pulse,18.0,38.0,16.0,34.9,46.0,8.43,28.4,loamy,kharif,irrigated,Gujarat
cowpea,pulse,25.0,45.0,31.0,29.0,61.0,5.58,97.7,loamy,zaid,irrigated,Maharashtra
onion,vegetable,48.0,56.0,49.0,26.5,61.3,6.99,65.0,black,rabi,rainfed,Rajasthan
cardamom,spice,22.0,17.0,33.0,19.2,93.1,6.94,213.9,laterite,kharif,irrigated,Arunachal Pradesh
onion,vegetable,64.0,34.0,60.0,22.2,64.8,6.36,92.4,alluvial,rabi,rainfed,Gujarat
pigeonpeas,pulse,31.0,45.0,44.0,27.5,73.2,7.06,78.6,loamy,kharif,irrigated,Maharashtra
brinjal,vegetable,67.0,59.0,37.0,24.0,72.5,7.45,96.1,loamy,rabi,rainfed,West Bengal
watermelon,horticulture,47.0,54.0,68.0,24.5,69.0,7.47,64.4,loamy,zaid,rainfed,Rajasthan
jute,cash,62.0,51.0,43.0,25.6,93.4,7.39,231.9,loamy,kharif,rainfed,Odisha
jasmine,flower,61.0,34.0,52.0,36.4,84.4,6.47,99.5,sandy,kharif,rainfed,Karnataka
sunflower,oilseed,63.0,47.0,70.0,28.9,57.8,7.79,71.7,black,rabi,rainfed,Karnataka
tomato,vegetable,57.0,71.0,53.0,27.4,57.7,6.51,89.8,red,rabi,irrigated,Maharashtra
rose,flower,57.0,63.0,55.0,25.0,59.0,5.74,88.0,loamy,rabi,irrigated,West Bengal
cashew,plantation,15.0,30.0,22.0,26.8,78.8,5.19,184.0,laterite,kharif,irrigated,Maharashtra
ragi,millet,69.0,33.0,51.0,32.1,73.8,6.28,129.1,laterite,kharif,rainfed,Andhra Pradesh
rose,flower,59.0,38.0,74.0,18.4,71.3,5.59,113.2,alluvial,rabi,rainfed,Maharashtra
kidneybeans,pulse,37.0,46.0,57.0,14.7,68.0,6.97,81.4,alluvial,kharif,rainfed,Karnataka
coriander,spice,29.0,47.0,29.0,27.4,42.2,6.71,71.0,alluvial,rabi,rainfed,Andhra Pradesh
pepper,spice,64.0,37.0,87.0,20.6,88.0,5.57,262.1,laterite,kharif,rainfed,Kerala
greengram,pulse,31.0,33.0,19.0,30.1,59.7,6.36,99.7,loamy,kharif,rainfed,Rajasthan
jute,cash,91.0,40.0,58.0,36.3,95.3,6.1,206.1,loamy,kharif,rainfed,Meghalaya
chilli,spice,49.0,75.0,54.0,19.5,62.9,6.85,108.5,black,kharif,irrigated,Andhra Pradesh
okra,vegetable,64.0,38.0,42.0,39.5,74.7,7.37,124.0,sandy,zaid,irrigated,Gujarat
pineapple,horticulture,55.0,26.0,38.0,28.8,79.2,4.97,103.3,sandy,kharif,rainfed,Kerala
cauliflower,vegetable,114.0,57.0,61.0,14.6,67.0,7.31,145.4,loamy,rabi,rainfed,West Bengal
blackgram,pulse,27.0,40.0,21.0,33.5,73.7,6.39,71.7,alluvial,kharif,rainfed,Maharashtra
greengram,pulse,33.0,43.0,22.0,28.6,78.2,6.16,82.5,alluvial,zaid,rainfed,Maharashtra
cowpea,pulse,21.0,38.0,19.0,29.4,69.7,5.85,55.9,sandy,kharif,irrigated,Tamil Nadu
barley,cereal,72.0,37.0,46.0,12.2,62.3,7.42,38.2,loamy,rabi,rainfed,Haryana
jute,cash,83.0,39.0,39.0,23.2,87.3,7.37,177.5,alluvial,kharif,rainfed,Odisha
orange,horticulture,35.0,22.0,22.0,27.0,54.9,6.18,157.8,loamy,rabi,irrigated,Nagpur
arecanut,plantation,31.0,30.0,63.0,37.0,65.4,6.51,138.8,alluvial,kharif,rainfed,Kerala
okra,vegetable,31.0,53.0,35.0,23.8,68.2,6.1,94.6,sandy,kharif,rainfed,West Bengal
groundnut,cash,18.0,53.0,72.0,25.6,73.3,7.28,75.2,loamy,rabi,irrigated,Karnataka
pepper,spice,37.0,36.0,80.0,20.4,95.9,6.24,240.3,loamy,kharif,rainfed,Tamil Nadu
okra,vegetable,57.0,49.0,33.0,37.4,70.3,6.95,128.5,loamy,kharif,irrigated,Andhra Pradesh
sapota,horticulture,24.0,16.0,31.0,35.5,71.3,6.22,198.4,alluvial,kharif,rainfed,Gujarat
cauliflower,vegetable,88.0,72.0,59.0,13.5,81.9,7.37,129.7,loamy,rabi,irrigated,Odisha
rice,cereal,76.0,40.0,53.0,26.2,69.8,6.2,161.7,clay,kharif,rainfed,Tamil Nadu
tea,plantation,29.0,14.0,10.0,11.2,76.7,5.8,257.8,loamy,kharif,irrigated,West Bengal
orange,horticulture,21.0,24.0,23.0,27.8,68.5,6.08,117.8,loamy,rabi,rainfed,Assam
horsegram,pulse,11.0,28.0,31.0,30.4,50.2,5.61,56.3,red,rabi,irrigated,Tamil Nadu
kidneybeans,pulse,27.0,55.0,56.0,18.4,79.2,6.95,110.8,loamy,kharif,rainfed,Karnataka
greengram,pulse,33.0,48.0,34.0,25.5,67.3,7.32,94.9,loamy,zaid,rainfed,Andhra Pradesh
apple,horticulture,31.0,37.0,20.0,7.9,79.9,5.88,215.6,loamy,rabi,irrigated,Jammu & Kashmir
sapota,horticulture,32.0,31.0,37.0,24.0,82.0,6.51,126.5,loamy,kharif,irrigated,Andhra Pradesh
marigold,flower,49.0,54.0,75.0,15.8,69.6,6.1,75.4,alluvial,kharif,irrigated,Maharashtra
tobacco,cash,58.0,29.0,52.0,22.7,67.2,5.89,97.1,loamy,rabi,irrigated,Karnataka
tobacco,cash,37.0,39.0,45.0,32.3,62.5,7.36,86.6,alluvial,rabi,irrigated,Telangana
papaya,horticulture,75.0,41.0,79.0,25.6,71.1,6.78,149.0,sandy,kharif,irrigated,Maharashtra
potato,vegetable,129.0,62.0,113.0,15.2,84.2,6.25,97.7,sandy,rabi,rainfed,Punjab
ginger,spice,61.0,63.0,50.0,30.8,67.8,7.27,111.5,laterite,kharif,rainfed,Odisha
rose,flower,58.0,67.0,39.0,13.9,71.2,6.8,81.0,loamy,rabi,rainfed,West Bengal
tomato,vegetable,60.0,48.0,66.0,32.1,69.0,6.35,85.4,loamy,rabi,rainfed,Madhya Pradesh
cashew,plantation,22.0,12.0,19.0,34.2,62.5,5.99,171.9,sandy,kharif,rainfed,Andhra Pradesh
tomato,vegetable,71.0,38.0,70.0,26.1,72.8,6.8,78.7,alluvial,rabi,irrigated,Odisha
cocoa,plantation,35.0,29.0,33.0,29.1,74.5,6.02,256.8,laterite,kharif,rainfed,Kerala
cardamom,spice,26.0,22.0,53.0,19.0,91.0,6.03,373.8,loamy,kharif,rainfed,Kerala
sapota,horticulture,30.0,19.0,57.0,20.1,63.4,6.52,107.5,laterite,kharif,rainfed,Andhra Pradesh
cotton,cash,104.0,57.0,69.0,22.9,61.2,7.55,89.8,loamy,kharif,rainfed,Andhra Pradesh
turmeric,spice,65.0,38.0,96.0,25.1,82.3,5.14,183.0,alluvial,kharif,rainfed,Andhra Pradesh
cotton,cash,69.0,59.0,44.0,36.8,68.4,7.86,93.6,alluvial,kharif,rainfed,Andhra Pradesh
mothbeans,pulse,21.0,37.0,26.0,33.4,47.8,7.3,29.7,loamy,kharif,rainfed,Maharashtra
cotton,cash,102.0,32.0,39.0,37.3,59.2,6.18,105.7,alluvial,kharif,rainfed,Rajasthan
rose,flower,47.0,42.0,74.0,19.3,79.2,6.45,87.8,loamy,rabi,rainfed,Karnataka
sunflower,oilseed,88.0,83.0,85.0,28.0,69.8,6.33,52.5,alluvial,rabi,rainfed,Karnataka
groundnut,cash,13.0,81.0,42.0,33.5,66.1,7.47,121.7,loamy,rabi,rainfed,Rajasthan
pineapple,horticulture,38.0,42.0,34.0,27.1,81.1,5.18,213.6,loamy,kharif,rainfed,Manipur
rice,cereal,148.0,37.0,32.0,26.8,88.3,5.97,250.8,alluvial,kharif,irrigated,Tamil Nadu
potato,vegetable,82.0,52.0,117.0,19.6,79.3,5.33,94.4,alluvial,rabi,rainfed,Uttar Pradesh
tapioca,horticulture,97.0,48.0,83.0,23.8,78.0,6.62,184.9,loamy,kharif,irrigated,Andhra Pradesh
pineapple,horticulture,63.0,38.0,32.0,26.6,94.1,6.48,268.0,sandy,kharif,rainfed,Karnataka
tapioca,horticulture,69.0,29.0,103.0,34.1,80.5,5.85,122.9,loamy,kharif,rainfed,Karnataka
mango,horticulture,39.0,34.0,45.0,24.0,42.7,6.87,87.1,laterite,kharif,irrigated,Uttar Pradesh
cauliflower,vegetable,110.0,68.0,80.0,21.7,65.2,6.07,131.4,loamy,rabi,rainfed,Uttar Pradesh
sugarcane,cash,149.0,56.0,101.0,36.5,82.5,7.64,155.4,loamy,kharif,irrigated,Uttar Pradesh
bajra,millet,57.0,31.0,41.0,23.8,39.7,7.04,73.9,red,kharif,rainfed,Gujarat
banana,horticulture,99.0,73.0,109.0,38.3,72.4,6.82,180.4,red,kharif,rainfed,Maharashtra
watermelon,horticulture,66.0,42.0,49.0,38.0,55.7,6.23,69.7,sandy,kharif,rainfed,Rajasthan
pomegranate,horticulture,27.0,30.0,19.0,36.9,44.4,6.67,44.6,sandy,kharif,rainfed,Karnataka
apple,horticulture,29.0,20.0,38.0,21.3,75.9,6.2,93.7,alluvial,rabi,rainfed,Uttarakhand
sesame,oilseed,24.0,35.0,26.0,38.5,73.9,7.43,69.2,loamy,kharif,irrigated,Tamil Nadu
coriander,spice,37.0,44.0,39.0,23.6,38.1,6.12,35.7,alluvial,rabi,irrigated,Rajasthan
groundnut,cash,14.0,79.0,75.0,27.7,64.8,6.82,127.8,sandy,rabi,irrigated,Gujarat
pineapple,horticulture,41.0,42.0,39.0,33.0,79.9,5.59,266.5,loamy,kharif,irrigated,Karnataka
tobacco,cash,41.0,47.0,58.0,32.3,71.4,7.32,63.0,loamy,rabi,irrigated,Gujarat
jasmine,flower,40.0,59.0,38.0,37.2,64.4,6.42,110.6,alluvial,kharif,rainfed,Maharashtra
mothbeans,pulse,9.0,39.0,21.0,38.2,28.9,8.56,27.4,loamy,kharif,rainfed,Maharashtra
muskmelon,horticulture,64.0,25.0,37.0,36.4,70.8,7.36,53.9,loamy,zaid,rainfed,Haryana
sesame,oilseed,27.0,24.0,27.0,37.6,50.7,6.21,68.5,sandy,kharif,rainfed,Rajasthan
turmeric,spice,78.0,39.0,70.0,28.7,82.6,6.57,173.9,red,kharif,irrigated,Odisha
bajra,millet,47.0,23.0,36.0,35.0,54.6,8.02,63.7,red,kharif,rainfed,Gujarat
okra,vegetable,50.0,38.0,37.0,39.5,72.5,6.8,69.3,sandy,kharif,rainfed,Andhra Pradesh
castor,oilseed,42.0,32.0,29.0,40.5,62.7,7.07,53.8,sandy,kharif,irrigated,Tamil Nadu
sugarcane,cash,145.0,48.0,125.0,26.6,86.0,6.54,98.5,black,kharif,rainfed,Uttar Pradesh
sunflower,oilseed,83.0,50.0,61.0,17.4,51.0,7.09,73.8,loamy,rabi,irrigated,Andhra Pradesh
chickpea,pulse,27.0,63.0,64.0,23.8,49.9,7.06,50.8,black,rabi,rainfed,Rajasthan
ragi,millet,69.0,46.0,56.0,30.2,58.0,5.99,103.5,loamy,kharif,irrigated,Odisha
wheat,cereal,115.0,48.0,52.0,23.7,51.2,7.17,74.8,black,rabi,rainfed,Rajasthan
chickpea,pulse,26.0,42.0,36.0,23.7,61.4,6.02,72.8,loamy,rabi,rainfed,Uttar Pradesh
bajra,millet,52.0,15.0,45.0,27.6,44.6,6.12,86.1,red,kharif,irrigated,Rajasthan
pepper,spice,30.0,23.0,74.0,24.1,77.9,6.77,230.3,red,kharif,irrigated,Kerala
greengram,pulse,17.0,39.0,34.0,36.5,66.4,7.46,65.7,loamy,zaid,rainfed,Rajasthan
cashew,plantation,13.0,30.0,10.0,18.6,55.1,6.59,211.2,laterite,kharif,irrigated,Andhra Pradesh
grapes,horticulture,42.0,39.0,64.0,14.1,78.5,7.55,83.2,loamy,rabi,rainfed,Mizoram
papaya,horticulture,50.0,52.0,71.0,23.9,78.9,7.14,128.2,sandy,kharif,irrigated,Gujarat
jasmine,flower,45.0,32.0,61.0,31.7,66.7,7.3,89.9,sandy,kharif,rainfed,Karnataka
coffee,plantation,49.0,21.0,52.0,26.2,74.4,7.15,107.2,loamy,kharif,rainfed,Odisha
arecanut,plantation,39.0,31.0,67.0,29.2,83.5,6.67,150.7,alluvial,kharif,rainfed,West Bengal
turmeric,spice,78.0,69.0,90.0,28.2,75.1,5.31,172.2,red,kharif,rainfed,Telangana
watermelon,horticulture,53.0,50.0,53.0,32.0,65.4,6.81,76.6,loamy,kharif,irrigated,Andhra Pradesh
ragi,millet,84.0,35.0,28.0,21.6,59.4,6.84,102.1,loamy,kharif,rainfed,Tamil Nadu
brinjal,vegetable,69.0,49.0,50.0,34.5,80.3,6.96,59.3,loamy,rabi,rainfed,Andhra Pradesh
pigeonpeas,pulse,35.0,40.0,40.0,23.3,50.0,7.05,107.6,red,kharif,irrigated,Madhya Pradesh
tomato,vegetable,78.0,45.0,82.0,17.8,66.6,6.75,92.1,loamy,kharif,irrigated,Madhya Pradesh
lentil,pulse,22.0,31.0,19.0,14.0,63.6,6.31,57.3,alluvial,rabi,irrigated,Rajasthan
papaya,horticulture,62.0,45.0,61.0,33.1,79.5,7.43,94.1,loamy,kharif,rainfed,Gujarat
guava,horticulture,30.0,34.0,39.0,26.8,53.3,5.8,116.5,sandy,kharif,irrigated,Maharashtra
potato,vegetable,105.0,76.0,83.0,23.1,70.4,5.95,81.3,sandy,rabi,irrigated,Uttar Pradesh
tapioca,horticulture,77.0,53.0,131.0,34.6,72.3,5.79,168.1,loamy,kharif,rainfed,Karnataka
chilli,spice,57.0,43.0,51.0,21.0,57.9,7.01,100.7,alluvial,kharif,rainfed,Maharashtra
rice,cereal,112.0,37.0,52.0,18.5,89.0,6.66,157.8,loamy,kharif,rainfed,Punjab
grapes,horticulture,23.0,21.0,41.0,14.4,57.7,7.18,46.3,black,rabi,rainfed,Andhra Pradesh
tomato,vegetable,72.0,55.0,64.0,28.1,68.6,6.06,88.5,loamy,kharif,rainfed,Madhya Pradesh
jowar,millet,59.0,39.0,35.0,29.2,51.6,6.38,51.9,black,kharif,rainfed,Madhya Pradesh
cashew,plantation,23.0,28.0,27.0,28.1,60.3,6.51,158.3,sandy,kharif,rainfed,Goa
marigold,flower,75.0,73.0,71.0,27.1,59.9,7.45,58.3,sandy,kharif,irrigated,Maharashtra
greengram,pulse,32.0,47.0,31.0,24.0,65.8,6.6,96.0,red,zaid,rainfed,Rajasthan
mothbeans,pulse,21.0,41.0,14.0,27.3,48.2,8.66,53.4,sandy,kharif,irrigated,Haryana
watermelon,horticulture,64.0,39.0,59.0,25.5,77.4,6.74,37.5,red,zaid,irrigated,Rajasthan
mustard,oilseed,70.0,39.0,49.0,17.4,71.4,7.35,37.5,alluvial,rabi,irrigated,Madhya Pradesh
guava,horticulture,30.0,42.0,52.0,40.8,54.3,6.38,108.0,alluvial,kharif,rainfed,Allahabad
groundnut,cash,18.0,51.0,55.0,27.0,54.5,7.27,94.4,loamy,rabi,irrigated,Karnataka
onion,vegetable,62.0,44.0,58.0,16.9,56.5,6.42,99.5,black,rabi,rainfed,Karnataka
potato,vegetable,100.0,76.0,77.0,18.7,87.5,5.38,140.7,alluvial,rabi,irrigated,Punjab
banana,horticulture,103.0,51.0,121.0,26.0,65.4,6.14,220.9,alluvial,kharif,rainfed,Maharashtra
pigeonpeas,pulse,22.0,51.0,45.0,24.7,66.1,7.28,100.2,red,kharif,rainfed,Karnataka
pigeonpeas,pulse,28.0,56.0,28.0,26.8,59.5,6.57,64.5,loamy,kharif,rainfed,Andhra Pradesh
pomegranate,horticulture,31.0,31.0,28.0,41.0,35.2,8.43,69.4,loamy,kharif,rainfed,Gujarat
soybean,oilseed,40.0,69.0,67.0,26.9,79.7,6.94,127.9,loamy,kharif,rainfed,Madhya Pradesh
banana,horticulture,92.0,57.0,82.0,32.3,91.7,5.83,217.6,red,kharif,irrigated,Andhra Pradesh
coffee,plantation,63.0,32.0,50.0,22.1,80.8,6.91,158.7,loamy,kharif,rainfed,Tamil Nadu
tapioca,horticulture,83.0,38.0,76.0,34.8,64.9,6.7,99.0,loamy,kharif,rainfed,Karnataka
turmeric,spice,77.0,63.0,75.0,34.1,70.2,6.09,202.7,alluvial,kharif,rainfed,Odisha
jowar,millet,78.0,31.0,32.0,27.6,46.5,6.27,97.4,red,rabi,rainfed,Rajasthan
groundnut,cash,17.0,77.0,47.0,28.9,66.5,6.8,60.2,sandy,kharif,rainfed,Karnataka
groundnut,cash,18.0,65.0,56.0,35.8,63.9,7.03,106.8,loamy,rabi,rainfed,Karnataka
watermelon,horticulture,62.0,57.0,48.0,27.2,74.0,7.25,86.1,loamy,zaid,irrigated,Tamil Nadu
grapes,horticulture,35.0,19.0,59.0,27.0,79.2,6.89,105.2,red,rabi,irrigated,Tamil Nadu
lentil,pulse,25.0,36.0,30.0,20.8,51.5,6.24,54.0,black,rabi,irrigated,Madhya Pradesh
cardamom,spice,29.0,29.0,41.0,22.9,85.7,6.01,192.8,red,kharif,irrigated,Arunachal Pradesh
cabbage,vegetable,123.0,47.0,53.0,22.4,79.0,7.24,161.0,clay,rabi,rainfed,Assam
muskmelon,horticulture,36.0,34.0,62.0,24.0,68.3,7.26,68.1,loamy,zaid,rainfed,Haryana
tobacco,cash,59.0,38.0,28.0,21.0,61.2,5.52,81.2,loamy,rabi,rainfed,Karnataka
turmeric,spice,75.0,42.0,83.0,19.6,67.2,5.14,140.8,red,kharif,rainfed,Telangana
horsegram,pulse,27.0,25.0,17.0,26.7,45.1,7.03,79.7,laterite,rabi,rainfed,Andhra Pradesh
jasmine,flower,64.0,52.0,46.0,19.9,67.2,6.42,102.3,loamy,kharif,rainfed,Andhra Pradesh
sugarcane,cash,94.0,58.0,84.0,20.2,68.9,7.05,166.3,loamy,kharif,rainfed,Tamil Nadu
cashew,plantation,23.0,28.0,10.0,29.7,75.8,5.2,206.0,laterite,kharif,rainfed,Tamil Nadu
horsegram,pulse,13.0,28.0,20.0,25.2,60.0,6.33,76.2,red,kharif,rainfed,Andhra Pradesh
pigeonpeas,pulse,40.0,43.0,33.0,26.5,63.0,6.28,92.2,loamy,kharif,rainfed,Uttar Pradesh
cashew,plantation,10.0,12.0,12.0,21.4,50.9,6.68,173.4,sandy,kharif,rainfed,Kerala
rice,cereal,140.0,37.0,35.0,27.1,78.2,5.92,184.5,alluvial,kharif,irrigated,Punjab
tobacco,cash,33.0,51.0,45.0,18.4,56.0,5.93,70.8,loamy,rabi,rainfed,Andhra Pradesh
tobacco,cash,62.0,39.0,52.0,29.0,52.0,5.55,63.2,sandy,rabi,irrigated,Bihar
barley,cereal,58.0,48.0,30.0,12.9,61.7,7.84,68.0,loamy,rabi,rainfed,Madhya Pradesh
cardamom,spice,24.0,32.0,37.0,21.5,73.9,5.35,275.7,red,kharif,irrigated,Kerala
ginger,spice,47.0,65.0,49.0,20.9,71.3,6.06,215.4,loamy,kharif,rainfed,Arunachal Pradesh
tomato,vegetable,67.0,47.0,55.0,30.2,78.3,6.72,82.9,loamy,rabi,rainfed,Karnataka
okra,vegetable,43.0,33.0,50.0,29.4,64.2,6.06,65.7,sandy,zaid,irrigated,West Bengal
coriander,spice,32.0,38.0,42.0,24.3,36.9,6.31,35.1,alluvial,rabi,rainfed,Madhya Pradesh
greengram,pulse,25.0,38.0,24.0,36.1,63.6,7.45,90.8,alluvial,zaid,rainfed,Madhya Pradesh
chilli,spice,48.0,48.0,73.0,25.0,76.9,7.28,85.3,black,rabi,rainfed,Telangana
tobacco,cash,36.0,57.0,57.0,28.6,76.4,6.31,62.5,sandy,rabi,irrigated,Telangana
pepper,spice,59.0,22.0,76.0,27.0,86.3,6.0,331.9,loamy,kharif,rainfed,Tamil Nadu
cocoa,plantation,22.0,19.0,43.0,35.7,92.7,7.46,198.5,laterite,kharif,rainfed,Andhra Pradesh
pigeonpeas,pulse,28.0,57.0,35.0,20.0,59.1,6.62,96.3,red,kharif,rainfed,Uttar Pradesh
papaya,horticulture,70.0,37.0,48.0,26.6,57.8,6.93,143.4,loamy,kharif,rainfed,Tamil Nadu
kidneybeans,pulse,38.0,59.0,48.0,17.0,58.8,6.13,84.7,alluvial,kharif,rainfed,Uttarakhand
sugarcane,cash,134.0,71.0,103.0,34.5,73.7,6.13,167.2,alluvial,kharif,irrigated,Karnataka
tobacco,cash,56.0,32.0,35.0,34.1,57.2,6.88,63.3,loamy,rabi,irrigated,Telangana
mustard,oilseed,88.0,49.0,36.0,17.5,54.8,7.48,59.6,loamy,rabi,irrigated,Uttar Pradesh
sugarcane,cash,125.0,62.0,110.0,26.8,84.0,6.71,155.6,alluvial,kharif,irrigated,Tamil Nadu
tomato,vegetable,54.0,61.0,69.0,18.4,76.1,6.25,83.5,red,rabi,rainfed,Maharashtra
mustard,oilseed,96.0,56.0,29.0,13.6,66.7,6.85,51.7,loamy,rabi,irrigated,Haryana
cashew,plantation,15.0,21.0,26.0,31.5,80.2,6.34,157.4,sandy,kharif,rainfed,Kerala
bajra,millet,40.0,21.0,44.0,25.5,46.8,8.22,57.7,red,kharif,irrigated,Haryana
pepper,spice,31.0,34.0,89.0,20.7,71.3,6.54,346.4,red,kharif,irrigated,Assam
pigeonpeas,pulse,35.0,54.0,49.0,23.8,50.1,6.61,92.8,loamy,kharif,rainfed,Madhya Pradesh
turmeric,spice,74.0,64.0,104.0,26.4,82.9,6.59,188.1,red,kharif,rainfed,Karnataka
cardamom,spice,34.0,28.0,57.0,14.9,94.5,6.85,189.4,laterite,kharif,rainfed,Arunachal Pradesh
tea,plantation,28.0,21.0,10.0,10.2,96.5,4.72,364.9,red,kharif,rainfed,Assam
coriander,spice,42.0,34.0,41.0,24.4,49.2,7.45,30.1,loamy,rabi,rainfed,Madhya Pradesh
apple,horticulture,42.0,34.0,38.0,12.4,80.6,6.27,151.3,loamy,rabi,rainfed,Arunachal Pradesh
orange,horticulture,23.0,30.0,31.0,17.5,55.1,5.85,139.8,loamy,rabi,rainfed,Assam
mothbeans,pulse,26.0,29.0,26.0,38.6,31.7,8.45,28.2,loamy,kharif,rainfed,Haryana
tapioca,horticulture,66.0,39.0,108.0,30.1,84.9,6.01,150.6,loamy,kharif,rainfed,Andhra Pradesh
mothbeans,pulse,12.0,26.0,29.0,25.9,50.3,7.33,22.6,loamy,kharif,irrigated,Haryana
wheat,cereal,156.0,86.0,58.0,16.9,48.9,6.95,100.1,alluvial,rabi,rainfed,Haryana
groundnut,cash,15.0,55.0,40.0,23.7,77.1,6.54,94.7,red,rabi,irrigated,Gujarat
barley,cereal,94.0,46.0,45.0,18.1,44.7,6.75,56.6,sandy,rabi,irrigated,Uttar Pradesh
cotton,cash,71.0,30.0,54.0,30.8,51.7,7.45,109.1,black,kharif,irrigated,Maharashtra
watermelon,horticulture,72.0,38.0,74.0,27.9,68.5,7.07,62.9,red,kharif,rainfed,Tamil Nadu
cauliflower,vegetable,107.0,44.0,82.0,21.5,85.3,7.47,117.3,alluvial,rabi,rainfed,Bihar
pigeonpeas,pulse,30.0,62.0,42.0,21.8,46.6,6.75,84.5,loamy,kharif,rainfed,Madhya Pradesh
wheat,cereal,93.0,58.0,63.0,15.3,68.7,6.29,108.0,black,rabi,rainfed,Madhya Pradesh
cotton,cash,99.0,28.0,41.0,23.1,55.8,7.45,113.6,black,kharif,rainfed,Maharashtra
okra,vegetable,61.0,57.0,32.0,37.2,61.7,6.2,88.9,loamy,zaid,rainfed,Bihar
apple,horticulture,20.0,29.0,42.0,7.1,73.7,6.65,129.3,loamy,rabi,rainfed,Arunachal Pradesh
lentil,pulse,32.0,32.0,30.0,22.1,51.7,6.48,70.7,black,rabi,irrigated,Rajasthan
muskmelon,horticulture,56.0,36.0,59.0,36.8,73.4,7.41,47.9,loamy,zaid,rainfed,Karnataka
ginger,spice,62.0,56.0,87.0,31.2,70.9,7.49,192.4,laterite,kharif,irrigated,Kerala
sugarcane,cash,137.0,69.0,122.0,30.6,65.0,6.44,179.8,alluvial,kharif,irrigated,Tamil Nadu
jowar,millet,39.0,40.0,48.0,26.2,35.8,6.45,51.5,red,kharif,irrigated,Madhya Pradesh
tobacco,cash,39.0,37.0,54.0,19.3,67.8,5.94,95.9,sandy,rabi,irrigated,Andhra Pradesh
papaya,horticulture,85.0,30.0,74.0,34.9,64.3,6.79,139.9,alluvial,kharif,rainfed,Tamil Nadu
chilli,spice,58.0,59.0,60.0,31.8,85.0,5.6,101.9,alluvial,rabi,irrigated,Telangana
sugarcane,cash,124.0,82.0,108.0,37.4,92.3,7.91,124.0,black,kharif,irrigated,Uttar Pradesh
tea,plantation,28.0,32.0,10.0,9.6,87.7,4.66,360.7,red,kharif,rainfed,Tamil Nadu
papaya,horticulture,75.0,41.0,78.0,31.4,83.2,7.29,157.7,loamy,kharif,rainfed,Karnataka
guava,horticulture,52.0,19.0,46.0,26.9,72.3,6.15,74.1,alluvial,kharif,rainfed,Andhra Pradesh
cowpea,pulse,18.0,33.0,29.0,36.0,57.6,6.33,56.4,red,kharif,irrigated,Karnataka
cowpea,pulse,29.0,30.0,20.0,28.5,60.0,7.1,96.3,sandy,kharif,rainfed,Karnataka
maize,cereal,77.0,48.0,65.0,26.6,86.2,5.86,94.0,red,rabi,irrigated,Madhya Pradesh
tea,plantation,42.0,22.0,19.0,24.6,99.1,5.21,300.8,laterite,kharif,rainfed,Kerala
coriander,spice,38.0,46.0,38.0,20.8,62.6,6.44,61.1,sandy,rabi,rainfed,Rajasthan
cowpea,pulse,15.0,51.0,31.0,35.3,67.6,5.8,55.6,loamy,zaid,irrigated,Karnataka
coconut,plantation,35.0,25.0,72.0,26.5,80.5,7.14,314.6,laterite,kharif,irrigated,Kerala
muskmelon,horticulture,48.0,32.0,34.0,37.8,61.6,7.29,45.3,sandy,zaid,rainfed,Karnataka
jowar,millet,59.0,22.0,44.0,32.1,51.7,7.0,99.7,red,kharif,irrigated,Karnataka
barley,cereal,93.0,51.0,28.0,20.6,61.2,7.39,41.1,loamy,rabi,rainfed,Rajasthan
